Incident ID,Incident Date,Incident Month,Incident Year,State,FIPS_State,population,City Or County,Direction,Latitude,Longitude,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2065634,2021-07-16T00:00:00Z,7,2021,California,06,39538223,Sacramento,"Sacramento, California, USA",38.5810606,-121.493895,L St and Front St,2,4,0,0,2
2065009,2021-07-16T00:00:00Z,7,2021,Pennsylvania,42,13002700,Philadelphia,"Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262,2700 block of Ruby Terrace,1,4,0,0,0
2066249,2021-07-16T00:00:00Z,7,2021,South Carolina,45,5118425,Greenville,"Greenville, South Carolina, USA",34.851354,-82.3984882,840 Mauldin Rd,1,3,0,0,0
2064260,2021-07-16T00:00:00Z,7,2021,New Hampshire,33,1377529,Manchester,"Manchester, New Hampshire, USA",42.9956397,-71.4547891,I-293,0,4,0,0,0
2064992,2021-07-16T00:00:00Z,7,2021,District of Columbia,11,,Washington,"Washington, District of Columbia, USA",38.8950368,-77.0365427,2900 block of MLK Ave SE,1,5,0,0,1
2065118,2021-07-16T00:00:00Z,7,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,647 N Lockwood Ave,1,4,0,0,2
2063495,2021-07-15T00:00:00Z,7,2021,Texas,48,29145505,Levelland,"Levelland, Texas, USA",33.5871311,-102.377698,1105 10th St,1,4,0,1,1
2065533,2021-07-15T00:00:00Z,7,2021,Massachusetts,25,7029917,Boston,"Boston, Massachusetts, USA",42.3554334,-71.060511,265 Centre St,0,4,0,0,0
2062097,2021-07-14T00:00:00Z,7,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,4600 block of W Monroe St,0,5,0,0,0
2062359,2021-07-14T00:00:00Z,7,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,1533 W 79th St,0,5,0,0,1
2060865,2021-07-13T00:00:00Z,7,2021,Indiana,18,6785528,Indianapolis,"Indianapolis, Indiana, USA",39.7683331,-86.1583502,4200 block of Arborcrest Dr,1,3,0,0,1
2060949,2021-07-13T00:00:00Z,7,2021,Michigan,26,10077331,Detroit,"Detroit, Michigan, USA",42.3315509,-83.0466403,9855 Chalmers St,1,5,0,1,1
2060706,2021-07-12T00:00:00Z,7,2021,Pennsylvania,42,13002700,Beaver Falls,"Beaver Falls, Pennsylvania, USA",40.7520097,-80.3192295,900 9th St,2,3,0,0,1
2060293,2021-07-12T00:00:00Z,7,2021,New Jersey,34,9288994,Iselin,"Iselin, New Jersey, USA",40.569334999999995,-74.31511249016258,515 US-1,0,4,0,0,4
2060605,2021-07-12T00:00:00Z,7,2021,New York,36,20201249,Corona (Queens),"Corona (Queens), New York, USA",40.7469593,-73.8601456,180th St and 145th Dr,0,4,0,0,0
2059440,2021-07-11T00:00:00Z,7,2021,Texas,48,29145505,El Paso (Socorro),"El Paso (Socorro), Texas, USA",,,1300 Joe Battle Blvd,1,5,0,0,0
2059404,2021-07-10T00:00:00Z,7,2021,Pennsylvania,42,13002700,Philadelphia,"Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262,W Butler St and N 9th St,0,6,0,0,0
2058950,2021-07-10T00:00:00Z,7,2021,Massachusetts,25,7029917,Boston,"Boston, Massachusetts, USA",42.3554334,-71.060511,34 Cameron St,0,4,0,0,1
2058837,2021-07-10T00:00:00Z,7,2021,Ohio,39,11799448,Springfield,"Springfield, Ohio, USA",39.9234046,-83.810138,405 S Burnett Rd,1,3,0,0,0
2058421,2021-07-09T00:00:00Z,7,2021,California,06,39538223,Los Angeles,"Los Angeles, California, USA",34.0536909,-118.242766,7114 W Manchester Ave,0,4,0,0,0
2057427,2021-07-08T00:00:00Z,7,2021,Connecticut,09,3605944,Hartford,"Hartford, Connecticut, USA",41.764582,-72.6908547,175 Nelson St,0,4,0,0,5
2053262,2021-07-05T00:00:00Z,7,2021,Ohio,39,11799448,Toledo,"Toledo, Ohio, USA",41.6529143,-83.5378173,Lawrence Ave and Wall St,1,11,0,0,0
2053500,2021-07-05T00:00:00Z,7,2021,California,06,39538223,Santa Rosa,"Santa Rosa, California, USA",38.4404925,-122.7141049,1500 block of Beachwood Dr,1,3,0,0,0
2055252,2021-07-05T00:00:00Z,7,2021,New York,36,20201249,Buffalo,"Buffalo, New York, USA",42.8867166,-78.8783922,50 block of Donovan Dr,1,3,0,0,2
2053048,2021-07-05T00:00:00Z,7,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,6108 S Wabash Ave,2,4,0,0,0
2052524,2021-07-04T00:00:00Z,7,2021,California,06,39538223,Thermal,"Thermal, California, USA",33.6403013,-116.1394485,Jackson St and Airport Blvd,0,4,0,0,0
2054233,2021-07-04T00:00:00Z,7,2021,Ohio,39,11799448,Cleveland,"Cleveland, Ohio, USA",41.4996574,-81.6936772,Kinsman Rd and E 139th St,0,4,0,0,0
2054132,2021-07-04T00:00:00Z,7,2021,Illinois,17,12812508,Peoria,"Peoria, Illinois, USA",40.6938609,-89.5891008,600 block of Haungs Ave,1,3,0,0,1
2053508,2021-07-04T00:00:00Z,7,2021,Nevada,32,3104614,North Las Vegas,"North Las Vegas, Nevada, USA",36.2005843,-115.121584,1200 block of W Helen Ave,2,7,0,0,0
2053563,2021-07-04T00:00:00Z,7,2021,Illinois,17,12812508,Rantoul,"Rantoul, Illinois, USA",40.3083672,-88.1558785,400 block of S Maplewood Dr,0,5,0,0,0
2052689,2021-07-04T00:00:00Z,7,2021,Illinois,17,12812508,Danville,"Danville, Illinois, USA",40.125222,-87.6304614,12 S College St,0,4,0,0,0
2053786,2021-07-04T00:00:00Z,7,2021,Missouri,29,6154913,Kansas City,"Kansas City, Missouri, USA",39.100105,-94.5781416,E 43rd St and Indiana Ave,0,4,0,0,0
2053346,2021-07-04T00:00:00Z,7,2021,Texas,48,29145505,Dallas,"Dallas, Texas, USA",32.7762719,-96.7968559,8200 block of Towns St,3,3,0,0,3
2053365,2021-07-04T00:00:00Z,7,2021,Texas,48,29145505,Dallas,"Dallas, Texas, USA",32.7762719,-96.7968559,3700 Dixon Ave,0,5,0,0,0
2052353,2021-07-04T00:00:00Z,7,2021,Texas,48,29145505,Fort Worth,"Fort Worth, Texas, USA",32.753177,-97.3327459,3400 block of Horne St,0,8,0,0,0
2052342,2021-07-04T00:00:00Z,7,2021,Nebraska,31,1961504,Omaha,"Omaha, Nebraska, USA",41.2587459,-95.9383758,2311 N 24th St,1,4,0,0,1
2052058,2021-07-03T00:00:00Z,7,2021,North Carolina,37,10439388,Chadbourn,"Chadbourn, North Carolina, USA",34.3221129,-78.8269664,Broadway Rd,3,1,0,0,0
2051763,2021-07-03T00:00:00Z,7,2021,Pennsylvania,42,13002700,Lancaster,"Lancaster, Pennsylvania, USA",40.08067,-76.2411283,50 block of W Orange St,0,4,0,0,0
2052471,2021-07-03T00:00:00Z,7,2021,Georgia,13,10711908,Swainsboro,"Swainsboro, Georgia, USA",32.5973857,-82.3337376,229 S Main St,1,3,0,0,1
2052346,2021-07-03T00:00:00Z,7,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,1000 block of W 89th St,0,4,0,0,0
2050836,2021-07-02T00:00:00Z,7,2021,Virginia,51,8631393,Norfolk,"Norfolk, Virginia, USA",36.8493695,-76.2899539,923 Madison Ave,0,4,0,0,1
2051190,2021-07-02T00:00:00Z,7,2021,Pennsylvania,42,13002700,Philadelphia,"Philadelphia, Pennsylvania, USA",39.9527237,-75.1635262,7700 block of Ogontz Ave,1,4,0,0,0
2050972,2021-07-02T00:00:00Z,7,2021,Illinois,17,12812508,Champaign,"Champaign, Illinois, USA",40.1164841,-88.2430932,704 N Hickory St,1,4,0,0,1
2050593,2021-07-01T00:00:00Z,7,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,6500 block of S Halsted St,0,7,0,0,0
2050151,2021-07-01T00:00:00Z,7,2021,South Carolina,45,5118425,Spartanburg,"Spartanburg, South Carolina, USA",34.937029,-81.9955954,225 Amelia St,1,4,1,0,0
2050353,2021-07-01T00:00:00Z,7,2021,Virginia,51,8631393,Chesapeake,"Chesapeake, Virginia, USA",36.7168315,-76.2494453,1200 block of Seaboard Ave,2,2,0,0,0
2049419,2021-06-30T00:00:00Z,6,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,2200 block of S Millard Ave,0,4,0,0,0
2049907,2021-06-30T00:00:00Z,6,2021,Louisiana,22,4657757,Marrero,"Marrero, Louisiana, USA",29.8993723,-90.1003506,6500 block of Lapalco Blvd,0,4,0,0,0
2049845,2021-06-30T00:00:00Z,6,2021,Texas,48,29145505,Houston,"Houston, Texas, USA",29.7589382,-95.3676974,12101 Fondren Rd,3,1,0,0,1
2050167,2021-06-30T00:00:00Z,6,2021,Delaware,10,989948,Dover,"Dover, Delaware, USA",39.158168,-75.5243682,100 block of S New St,1,3,0,0,0
2046714,2021-06-27T00:00:00Z,6,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,2000 block of E 71st St,1,5,0,0,0
2046574,2021-06-27T00:00:00Z,6,2021,Illinois,17,12812508,Saint Charles,"Saint Charles, Illinois, USA",,,2051 Lincoln Hwy,1,3,0,0,0
2046897,2021-06-27T00:00:00Z,6,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,6300 block of South Artesian Ave,1,10,0,0,0
2047170,2021-06-27T00:00:00Z,6,2021,Tennessee,47,6910840,Memphis,"Memphis, Tennessee, USA",35.1460249,-90.0517638,2500 block of Dunn Ave,3,1,0,0,1
2047726,2021-06-27T00:00:00Z,6,2021,North Carolina,37,10439388,Greensboro,"Greensboro, North Carolina, USA",36.0726355,-79.7919754,801 Province Spring Cir,0,4,0,0,0
2046781,2021-06-26T00:00:00Z,6,2021,Texas,48,29145505,Houston,"Houston, Texas, USA",29.7589382,-95.3676974,4902 Laura Koppe Rd,1,3,0,0,0
2045579,2021-06-26T00:00:00Z,6,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,6100 block of N McCormick Blvd,1,3,0,0,0
2047787,2021-06-26T00:00:00Z,6,2021,Alabama,01,5024279,Fort Deposit,"Fort Deposit, Alabama, USA",31.9845929,-86.5785856,Forest Dr,1,3,0,0,1
2045043,2021-06-25T00:00:00Z,6,2021,Ohio,39,11799448,Columbus,"Columbus, Ohio, USA",39.9622601,-83.0007065,I-670 and Neil Ave,0,4,0,0,0
2045564,2021-06-25T00:00:00Z,6,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,7000 block of S Indiana Ave,0,4,0,0,0
2044701,2021-06-25T00:00:00Z,6,2021,New York,36,20201249,The Bronx,"Bronx, New York, USA",40.8466508,-73.8785937,Zerega Ave and Watson Ave,0,5,0,0,0
2044733,2021-06-24T00:00:00Z,6,2021,Florida,12,21538187,Gainesville,"Gainesville, Florida, USA",29.6519684,-82.3249846,4701 NW 6th St,1,4,0,0,3
2043834,2021-06-23T00:00:00Z,6,2021,Alabama,01,5024279,Montgomery,"Montgomery, Alabama, USA",32.3669656,-86.3006485,100 block of Rotary St,2,2,0,0,0
2043465,2021-06-23T00:00:00Z,6,2021,New York,36,20201249,Buffalo,"Buffalo, New York, USA",42.8867166,-78.8783922,114 Hickory St,0,4,0,0,0
2043898,2021-06-23T00:00:00Z,6,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,4900 block of W Hubbard St,0,4,0,0,0
2043715,2021-06-23T00:00:00Z,6,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,7000 block of S Vincennes Ave,0,4,0,0,0
2041726,2021-06-21T00:00:00Z,6,2021,Missouri,29,6154913,St. Louis,"Saint Louis, Missouri, USA",38.6280278,-90.1910154,4002 Sullivan Ave,3,3,0,1,1
2041555,2021-06-21T00:00:00Z,6,2021,District of Columbia,11,,Washington,"Washington, District of Columbia, USA",38.8950368,-77.0365427,300 block of 50th St NE,0,4,0,0,0
2040643,2021-06-20T00:00:00Z,6,2021,Virginia,51,8631393,Richmond,"Richmond, Virginia, USA",37.5385087,-77.43428,200 block of Crane St,1,3,0,0,0
2041297,2021-06-20T00:00:00Z,6,2021,California,06,39538223,Richmond,"Richmond, California, USA",37.9357576,-122.347748,2108 Dunn Ave,3,5,0,0,2
2040265,2021-06-20T00:00:00Z,6,2021,Colorado,08,5773714,Aurora,"Aurora, Colorado, USA",39.7405111,-104.830994,12455 E Mississippi Ave,1,4,0,0,0
2041363,2021-06-20T00:00:00Z,6,2021,Florida,12,21538187,Wildwood,"Wildwood, Florida, USA",28.865286,-82.0394286,9605 Co Rd 235,1,10,0,0,1
2040374,2021-06-20T00:00:00Z,6,2021,Texas,48,29145505,Dallas,"Dallas, Texas, USA",32.7762719,-96.7968559,4619 E R L Thornton Freeway,0,8,0,0,0
2040732,2021-06-20T00:00:00Z,6,2021,Ohio,39,11799448,Cincinnati,"Cincinnati, Ohio, USA",39.1014537,-84.5124602,3000 block of Borden St,1,3,0,0,2
2040243,2021-06-20T00:00:00Z,6,2021,Indiana,18,6785528,Granger,"Granger, Indiana, USA",41.7533819,-86.1108377,7321 Heritage Square Dr,1,4,0,0,0
2040991,2021-06-20T00:00:00Z,6,2021,New Jersey,34,9288994,Atlantic City,"Atlantic City, New Jersey, USA",39.3642852,-74.4229351,1700 block of Atlantic Ave,1,3,0,0,0
2039457,2021-06-19T00:00:00Z,6,2021,Alaska,02,733391,Anchorage,"Anchorage, Alaska, USA",61.2163129,-149.894852,E 3rd Ave and Gambell St,1,4,0,0,1
2039346,2021-06-19T00:00:00Z,6,2021,Louisiana,22,4657757,Baton Rouge,"Baton Rouge, Louisiana, USA",30.4494155,-91.1869659,7132 Florida Blvd,2,4,0,0,0
2039964,2021-06-19T00:00:00Z,6,2021,California,06,39538223,Oakland,"Oakland, California, USA",37.8044557,-122.271356,2200 block of Lakeshore Ave,1,7,0,0,0
2040013,2021-06-19T00:00:00Z,6,2021,New Jersey,34,9288994,Newark,"Newark, New Jersey, USA",40.735657,-74.1723667,525 Elizabeth Ave,0,4,0,0,0
2039441,2021-06-18T00:00:00Z,6,2021,Minnesota,27,5706494,Minneapolis,"Minneapolis, Minnesota, USA",44.9772995,-93.2654692,400 block of 14th Ave SE,0,5,0,0,0
2037813,2021-06-17T00:00:00Z,6,2021,Virginia,51,8631393,Petersburg,"Petersburg, Virginia, USA",37.227928,-77.4019268,Virginia Ave and Melville St,0,4,0,0,0
2037887,2021-06-17T00:00:00Z,6,2021,North Carolina,37,10439388,Durham,"Durham, North Carolina, USA",35.996653,-78.9018053,1600 block of Holloway St,2,2,0,0,0
2038622,2021-06-17T00:00:00Z,6,2021,Ohio,39,11799448,Cincinnati,"Cincinnati, Ohio, USA",39.1014537,-84.5124602,3056 Mathers St,1,3,0,0,0
2038152,2021-06-17T00:00:00Z,6,2021,New Jersey,34,9288994,Paterson,"Paterson, New Jersey, USA",40.9167654,-74.171811,Rosa Parks Blvd and Hamilton Ave,0,4,0,0,0
2036635,2021-06-16T00:00:00Z,6,2021,Maryland,24,6177224,Baltimore,"Baltimore, Maryland, USA",39.2908816,-76.610759,2100 block of West Lexington St,1,5,0,0,0
2036121,2021-06-15T00:00:00Z,6,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,3800 block of W Monroe St,0,5,0,0,0
2035313,2021-06-15T00:00:00Z,6,2021,Alabama,01,5024279,Albertville,"Albertville, Alabama, USA",34.2675937,-86.2088669,956 Industrial Blvd,3,1,1,0,0
2035452,2021-06-15T00:00:00Z,6,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,6221 S Morgan St,5,3,0,0,0
2035733,2021-06-14T00:00:00Z,6,2021,Georgia,13,10711908,Columbus,"Columbus, Georgia, USA",32.4610708,-84.9880449,3400 8th Ave,2,2,0,0,3
2034408,2021-06-14T00:00:00Z,6,2021,Michigan,26,10077331,Lansing,"Lansing, Michigan, USA",42.7338254,-84.5546295,300 block of N Cedar St,2,2,0,0,0
2034470,2021-06-14T00:00:00Z,6,2021,Florida,12,21538187,Boynton Beach,"Boynton Beach, Florida, USA",26.5256179,-80.0666026,I-95 and E Gateway Blvd,1,3,0,0,0
2033905,2021-06-13T00:00:00Z,6,2021,Ohio,39,11799448,West Salem,"West Salem, Ohio, USA",40.9714448,-82.1098748,9161 Rainbow Hwy,1,5,0,1,1
2033605,2021-06-13T00:00:00Z,6,2021,Kentucky,21,4505836,Louisville,"Louisville, Kentucky, USA",38.2542376,-85.759407,5200 block of Robinwood Rd,1,3,0,0,0
2032486,2021-06-12T00:00:00Z,6,2021,Ohio,39,11799448,Cleveland,"Cleveland, Ohio, USA",41.4996574,-81.6936772,8805 Buckeye Rd,3,4,0,0,2
2032203,2021-06-12T00:00:00Z,6,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,7500 block of S Prairie Ave,1,9,0,0,0
2032220,2021-06-12T00:00:00Z,6,2021,Texas,48,29145505,Austin,"Austin, Texas, USA",30.2711286,-97.7436995,400 block of E 6th St,1,13,0,1,1
2031976,2021-06-11T00:00:00Z,6,2021,Georgia,13,10711908,Savannah,"Savannah, Georgia, USA",32.0790074,-81.0921335,200 block of Avery St,2,6,0,0,0
2032580,2021-06-11T00:00:00Z,6,2021,North Carolina,37,10439388,Winston Salem (Winston-salem),"Winston Salem (Winston-salem), North Carolina, USA",36.0942506,-80.2738634,844 E. Devonshire St,1,3,0,0,0
2031801,2021-06-11T00:00:00Z,6,2021,Washington,53,7705281,Seattle,"Seattle, Washington, USA",47.6038321,-122.330062,9808 16th Ave SW,2,2,0,0,0
2032282,2021-06-11T00:00:00Z,6,2021,Texas,48,29145505,Dallas,"Dallas, Texas, USA",32.7762719,-96.7968559,378 N Jim Miller Rd,0,5,0,0,1
2030720,2021-06-10T00:00:00Z,6,2021,Michigan,26,10077331,Detroit,"Detroit, Michigan, USA",42.3315509,-83.0466403,1600 block Calvert Ave,1,3,0,0,0
2030639,2021-06-10T00:00:00Z,6,2021,New York,36,20201249,Yonkers,"Yonkers, New York, USA",40.9312099,-73.8987469,150 Elm St,0,4,0,0,3
2030708,2021-06-10T00:00:00Z,6,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,6530 S Claremont Ave,1,4,0,0,1
2029078,2021-06-08T00:00:00Z,6,2021,Tennessee,47,6910840,Nashville,"Nashville, Tennessee, USA",36.1622767,-86.7742984,Clarksville Pike and Buena Vista Pike,1,3,0,0,0
2028745,2021-06-08T00:00:00Z,6,2021,Tennessee,47,6910840,Memphis,"Memphis, Tennessee, USA",35.1460249,-90.0517638,2246 Eldridge Ave,1,4,0,0,1
2028928,2021-06-08T00:00:00Z,6,2021,Texas,48,29145505,Houston,"Houston, Texas, USA",29.7589382,-95.3676974,4115 Washington Ave,0,5,0,0,0
2027736,2021-06-07T00:00:00Z,6,2021,Ohio,39,11799448,Cleveland,"Cleveland, Ohio, USA",41.4996574,-81.6936772,4100 block of E 81st St,0,6,0,0,0
2027046,2021-06-07T00:00:00Z,6,2021,Florida,12,21538187,Homestead,"Homestead, Florida, USA",25.4718946,-80.4759905,12550 SW 282nd St,2,3,1,0,0
2026802,2021-06-06T00:00:00Z,6,2021,Missouri,29,6154913,St. Louis,"Saint Louis, Missouri, USA",38.6280278,-90.1910154,100 N 7th St,0,4,0,0,0
2026651,2021-06-06T00:00:00Z,6,2021,North Carolina,37,10439388,Snow Hill,"Snow Hill, North Carolina, USA",35.4515504,-77.6810859,50 block of Katie Ct,0,4,0,0,0
2027725,2021-06-06T00:00:00Z,6,2021,Ohio,39,11799448,Cleveland,"Cleveland, Ohio, USA",41.4996574,-81.6936772,3700 block of Woodbridge Ave,0,8,0,0,0
2027375,2021-06-06T00:00:00Z,6,2021,California,06,39538223,Oakland,"Oakland, California, USA",37.8044557,-122.271356,5100 block of Ygnacio Ave,0,5,0,0,0
2026123,2021-06-06T00:00:00Z,6,2021,Florida,12,21538187,Miami (Kendall),"Miami (Kendall), Florida, USA",25.6898965,-80.3123572,10549 SW 109th Ct,3,6,0,0,3
2026713,2021-06-06T00:00:00Z,6,2021,Utah,49,3271616,Salt Lake City,"Salt Lake City, Utah, USA",40.7596198,-111.886797,1354 N General Dr,1,4,0,0,2
2026112,2021-06-06T00:00:00Z,6,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,8900 block of S Cottage Grove Ave,0,8,0,0,0
2026257,2021-06-05T00:00:00Z,6,2021,Louisiana,22,4657757,New Orleans,"New Orleans, Louisiana, USA",29.9759983,-90.0782127,10150 I-10 Service Rd,0,9,0,0,0
2025260,2021-06-05T00:00:00Z,6,2021,Indiana,18,6785528,Indianapolis,"Indianapolis, Indiana, USA",39.7683331,-86.1583502,7500 N Shadeland Ave,2,2,0,0,0
2022821,2021-06-02T00:00:00Z,6,2021,Ohio,39,11799448,Toledo,"Toledo, Ohio, USA",41.6529143,-83.5378173,1830 W Bancroft St,0,4,0,0,0
2025254,2021-06-02T00:00:00Z,6,2021,Arkansas,05,3011524,Magnolia,"Magnolia, Arkansas, USA",33.2670725,-93.2393341,Calhoun Rd,0,4,0,0,1
2022391,2021-06-02T00:00:00Z,6,2021,Ohio,39,11799448,Springfield,"Springfield, Ohio, USA",39.9234046,-83.810138,1935 S Yellow Springs St,0,6,0,0,2
2021130,2021-05-31T00:00:00Z,5,2021,New York,36,20201249,Brooklyn,"Brooklyn, New York, USA",40.6526006,-73.9497211,Knickerbocker Ave,0,4,0,0,2
2021398,2021-05-31T00:00:00Z,5,2021,Missouri,29,6154913,St. Louis,"Saint Louis, Missouri, USA",38.6280278,-90.1910154,8880 N Broadway,0,4,0,0,0
2022129,2021-05-31T00:00:00Z,5,2021,Ohio,39,11799448,Cleveland (Garfield Heights),"Cleveland (Garfield Heights), Ohio, USA",,,13000 block of Alvin Ave,1,5,0,0,0
2019751,2021-05-30T00:00:00Z,5,2021,Alabama,01,5024279,Aliceville,"Aliceville, Alabama, USA",33.1293544,-88.1517162,7th Street NE,1,4,0,0,1
2019622,2021-05-30T00:00:00Z,5,2021,Florida,12,21538187,Hialeah,"Hialeah, Florida, USA",25.8575963,-80.2781057,7630 NW 186th St,3,20,0,0,4
2020535,2021-05-30T00:00:00Z,5,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,6718 S Stony Island Ave,0,4,0,0,0
2019155,2021-05-29T00:00:00Z,5,2021,Texas,48,29145505,San Antonio,"San Antonio, Texas, USA",29.4246002,-98.4951405,3300 block of Fallen Leaf Ln,2,2,0,0,0
2019384,2021-05-29T00:00:00Z,5,2021,Missouri,29,6154913,St. Louis,"Saint Louis, Missouri, USA",38.6280278,-90.1910154,10466 W Florissant Ave,1,3,0,0,1
2018931,2021-05-28T00:00:00Z,5,2021,Florida,12,21538187,Miami,"Miami, Florida, USA",25.7741728,-80.19362,2022 NW 1st Ct,1,6,0,0,0
2018495,2021-05-27T00:00:00Z,5,2021,North Carolina,37,10439388,Durham,"Durham, North Carolina, USA",35.996653,-78.9018053,1200 block of Fayetteville St,0,5,0,0,0
2015849,2021-05-26T00:00:00Z,5,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,7200 block of S Princeton Ave,1,3,0,0,0
2015730,2021-05-26T00:00:00Z,5,2021,California,06,39538223,San Jose,"San Jose, California, USA",37.3361663,-121.890591,101 W Younger Ave,9,0,1,0,0
2014343,2021-05-24T00:00:00Z,5,2021,Michigan,26,10077331,Inkster,"Inkster, Michigan, USA",42.2942045,-83.3099303,27000 block of Rosewood St,2,2,0,0,0
2813526,2021-05-24T00:00:00Z,5,2021,Ohio,39,11799448,Mount Gilead,"Mount Gilead, Ohio, USA",40.5492265,-82.8274015,,2,2,0,0,1
2014381,2021-05-24T00:00:00Z,5,2021,Ohio,39,11799448,West Jefferson,"West Jefferson, Ohio, USA",39.944784,-83.2688045,127 Jackson St,4,0,0,0,1
2012971,2021-05-23T00:00:00Z,5,2021,Illinois,17,12812508,Chicago,"Chicago, Illinois, USA",41.8755616,-87.6244212,3344 W Ohio St,0,4,0,0,0
2013595,2021-05-23T00:00:00Z,5,2021,New York,36,20201249,Bay Shore,"Bay Shore, New York, USA",40.7250986,-73.2453946,135 S Clinton Ave,0,4,0,0,0
2013059,2021-05-23T00:00:00Z,5,2021,New Jersey,34,9288994,Paterson,"Paterson, New Jersey, USA",40.9167654,-74.171811,Hillman St and E Main St,0,5,0,0,0
2013096,2021-05-23T00:00:00Z,5,2021,Virginia,51,8631393,Norfolk,"Norfolk, Virginia, USA",36.8493695,-76.2899539,3100 block of Westminster Ave,0,4,0,0,0
2012765,2021-05-22T00:00:00Z,5,2021,South Carolina,45,5118425,North Charleston,"North Charleston, South Carolina, USA",32.8546197,-79.9748103,Piggly Wiggly Dr and W Jimtown Dr,1,14,0,0,4
2012345,2021-05-22T00:00:00Z,5,2021,Delaware,10,989948,Wilmington,"Wilmington, Delaware, USA",39.7459468,-75.546589,800 block of N Pine St,0,4,0,0,0
2011569,2021-05-22T00:00:00Z,5,2021,Minnesota,27,5706494,Minneapolis,"Minneapolis, Minnesota, USA",44.9772995,-93.2654692,322 N 1st Ave,2,7,0,0,1
2013043,2021-05-22T00:00:00Z,5,2021,Ohio,39,11799448,Columbus,"Columbus, Ohio, USA",39.9622601,-83.0007065,233 S Civic Center Dr,1,5,0,0,0
2011610,2021-05-22T00:00:00Z,5,2021,Indiana,18,6785528,Fort Wayne,"Fort Wayne, Indiana, USA",41.0799898,-85.1386015,2177 Eden St,1,3,0,1,1
2012633,2021-05-22T00:00:00Z,5,2021,New Jersey,34,9288994,Bridgeton,"Bridgeton, New Jersey, USA",39.427337,-75.2340768,1029 E Commerce St,3,11,0,0,3
2011077,2021-05-21T00:00:00Z,5,2021,New York,36,20201249,Albany,"Albany, New York, USA",42.6511674,-73.754968,1st St and Quail St,1,5,0,0,1
2011482,2021-05-21T00:00:00Z,5,2021,New Jersey,34,9288994,Jersey City,"Jersey City, New Jersey, USA",40.7215682,-74.047455,16 Brinkerhoff St,2,4,0,0,2
2010083,2021-05-20T00:00:00Z,5,2021,Indiana,18,6785528,Evansville,"Evansville, Indiana, USA",37.970495,-87.5715641,800 block of Shadewood Ave,1,3,0,0,0
2007722,2021-05-18T00:00:00Z,5,2021,California,06,39538223,Oakland,"Oakland, California, USA",37.8044557,-122.271356,I-580 and Seminary Ave,2,5,0,0,0
2008415,2021-05-18T00:00:00Z,5,2021,California,06,39538223,Hemet,"Hemet, California, USA",33.7475203,-116.9719684,1200 block of Valencia Ave,1,4,0,0,0
2005991,2021-05-16T00:00:00Z,5,2021,Ohio,39,11799448,Cincinnati,"Cincinnati, Ohio, USA",39.1014537,-84.5124602,7751 Reading Rd,1,3,0,0,0
2005776,2021-05-16T00:00:00Z,5,2021,Georgia,13,10711908,Atlanta,"Atlanta, Georgia, USA",33.7489924,-84.3902644,630 Travis St NW,0,4,0,0,0
2005671,2021-05-16T00:00:00Z,5,2021,Michigan,26,10077331,East Lansing,"East Lansing, Michigan, USA",42.7320307,-84.4721678,6170 Abbot Rd,0,5,0,0,0
2006621,2021-05-16T00:00:00Z,5,2021,Georgia,13,10711908,Columbus,"Columbus, Georgia, USA",32.4610708,-84.9880449,2727 Manchester Expy,0,4,0,0,0
